1249,Minimum Remove to Make Valid Parentheses,62.5%,Medium,3.495670386899169, https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses
973,K Closest Points to Origin,63.8%,Medium,3.3184110303679546, https://leetcode.com/problems/k-closest-points-to-origin
238,Product of Array Except Self,60.1%,Medium,3.283232213950597, https://leetcode.com/problems/product-of-array-except-self
560,Subarray Sum Equals K,43.9%,Medium,3.2328873827137383, https://leetcode.com/problems/subarray-sum-equals-k
199,Binary Tree Right Side View,54.1%,Medium,2.4876454517631963, https://leetcode.com/problems/binary-tree-right-side-view
438,Find All Anagrams in a String,43.3%,Medium,2.397524297872021, https://leetcode.com/problems/find-all-anagrams-in-a-string
211,Add and Search Word - Data structure design,38.1%,Medium,2.3759545223677563, https://leetcode.com/problems/add-and-search-word-data-structure-design
523,Continuous Subarray Sum,24.6%,Medium,2.166716009367632, https://leetcode.com/problems/continuous-subarray-sum
426,Convert Binary Search Tree to Sorted Doubly Linked List,59.1%,Medium,2.0376808407812033, https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list
173,Binary Search Tree Iterator,56.6%,Medium,2.0078306132610235, https://leetcode.com/problems/binary-search-tree-iterator
215,Kth Largest Element in an Array,55.4%,Medium,1.9162899009936014, https://leetcode.com/problems/kth-largest-element-in-an-array
636,Exclusive Time of Functions,51.9%,Medium,1.9144673183856245, https://leetcode.com/problems/exclusive-time-of-functions
986,Interval List Intersections,67.3%,Medium,1.7606773319042146, https://leetcode.com/problems/interval-list-intersections
1428,Leftmost Column with at Least a One,46.8%,Medium,1.7410939458816417, https://leetcode.com/problems/leftmost-column-with-at-least-a-one
398,Random Pick Index,56.0%,Medium,1.739251464947996, https://leetcode.com/problems/random-pick-index
311,Sparse Matrix Multiplication,61.9%,Medium,1.6183865180101145, https://leetcode.com/problems/sparse-matrix-multiplication
56,Merge Intervals,39.3%,Medium,1.5421333498120642, https://leetcode.com/problems/merge-intervals
31,Next Permutation,32.6%,Medium,1.4952605643210366, https://leetcode.com/problems/next-permutation
139,Word Break,40.1%,Medium,1.4806418655886273, https://leetcode.com/problems/word-break
987,Vertical Order Traversal of a Binary Tree,36.6%,Medium,1.4752728801959076, https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree
133,Clone Graph,34.8%,Medium,1.4511392078839955, https://leetcode.com/problems/clone-graph
34,Find First and Last Position of Element in Sorted Array,36.2%,Medium,1.4396247937745372, https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array
71,Simplify Path,32.6%,Medium,1.4382022207219085, https://leetcode.com/problems/simplify-path
785,Is Graph Bipartite?,47.5%,Medium,1.4051826456400964, https://leetcode.com/problems/is-graph-bipartite
721,Accounts Merge,48.8%,Medium,1.3810374792408489, https://leetcode.com/problems/accounts-merge
29,Divide Two Integers,16.4%,Medium,1.3132705131849702, https://leetcode.com/problems/divide-two-integers
249,Group Shifted Strings,55.1%,Medium,1.2602327507507307, https://leetcode.com/problems/group-shifted-strings
314,Binary Tree Vertical Order Traversal,45.3%,Medium,1.2247904974214212, https://leetcode.com/problems/binary-tree-vertical-order-traversal
1060,Missing Element in Sorted Array,54.5%,Medium,1.2015522948374056, https://leetcode.com/problems/missing-element-in-sorted-array
767,Reorganize String,48.7%,Medium,1.182457868492389, https://leetcode.com/problems/reorganize-string
708,Insert into a Sorted Circular Linked List,31.6%,Medium,1.172343257989845, https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list
958,Check Completeness of a Binary Tree,52.1%,Medium,1.1632195643177228, https://leetcode.com/problems/check-completeness-of-a-binary-tree
1197,Minimum Knight Moves,36.1%,Medium,1.1562032194143523, https://leetcode.com/problems/minimum-knight-moves
236,Lowest Common Ancestor of a Binary Tree,45.7%,Medium,1.0938757493214366, https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree
528,Random Pick with Weight,43.9%,Medium,1.0906112458600137, https://leetcode.com/problems/random-pick-with-weight
253,Meeting Rooms II,45.7%,Medium,1.0814304382893596, https://leetcode.com/problems/meeting-rooms-ii
380,Insert Delete GetRandom O(1),47.5%,Medium,1.0764926440989369, https://leetcode.com/problems/insert-delete-getrandom-o1
670,Maximum Swap,43.6%,Medium,1.0650556866604306, https://leetcode.com/problems/maximum-swap
33,Search in Rotated Sorted Array,34.5%,Medium,1.0520357838367607, https://leetcode.com/problems/search-in-rotated-sorted-array
146,LRU Cache,33.2%,Medium,0.980036431607266, https://leetcode.com/problems/lru-cache
825,Friends Of Appropriate Ages,42.7%,Medium,0.9548282098825729, https://leetcode.com/problems/friends-of-appropriate-ages
498,Diagonal Traverse,48.2%,Medium,0.9448109538225702, https://leetcode.com/problems/diagonal-traverse
304,Range Sum Query 2D - Immutable,38.6%,Medium,0.9339964539142727, https://leetcode.com/problems/range-sum-query-2d-immutable
227,Basic Calculator II,36.9%,Medium,0.9201510193402352, https://leetcode.com/problems/basic-calculator-ii
286,Walls and Gates,54.5%,Medium,0.9182875611040503, https://leetcode.com/problems/walls-and-gates
98,Validate Binary Search Tree,27.8%,Medium,0.9132791260666902, https://leetcode.com/problems/validate-binary-search-tree
138,Copy List with Random Pointer,36.4%,Medium,0.9130873453663271, https://leetcode.com/problems/copy-list-with-random-pointer
43,Multiply Strings,33.9%,Medium,0.8901363256144234, https://leetcode.com/problems/multiply-strings
616,Add Bold Tag in String,43.1%,Medium,0.8724465334959766, https://leetcode.com/problems/add-bold-tag-in-string
921,Minimum Add to Make Parentheses Valid,73.7%,Medium,0.869631484642747, https://leetcode.com/problems/minimum-add-to-make-parentheses-valid
1123,Lowest Common Ancestor of Deepest Leaves,66.8%,Medium,0.8548064280870838, https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves
1026,Maximum Difference Between Node and Ancestor,66.0%,Medium,0.8326883967450455, https://leetcode.com/problems/maximum-difference-between-node-and-ancestor
621,Task Scheduler,50.1%,Medium,0.830630807901992, https://leetcode.com/problems/task-scheduler
200,Number of Islands,46.8%,Medium,0.8225189427311105, https://leetcode.com/problems/number-of-islands
863,All Nodes Distance K in Binary Tree,55.4%,Medium,0.8044965676039516, https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree
109,Convert Sorted List to Binary Search Tree,47.7%,Medium,0.778490500448878, https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree
419,Battleships in a Board,70.0%,Medium,0.734450986701181, https://leetcode.com/problems/battleships-in-a-board
247,Strobogrammatic Number II,47.6%,Medium,0.6864254931685857, https://leetcode.com/problems/strobogrammatic-number-ii
143,Reorder List,37.1%,Medium,0.6644936178538985, https://leetcode.com/problems/reorder-list
658,Find K Closest Elements,40.9%,Medium,0.6638270433029843, https://leetcode.com/problems/find-k-closest-elements
162,Find Peak Element,43.3%,Medium,0.6111183749147795, https://leetcode.com/problems/find-peak-element
1004,Max Consecutive Ones III,59.1%,Medium,0.5826782301065547, https://leetcode.com/problems/max-consecutive-ones-iii
277,Find the Celebrity,41.8%,Medium,0.5616591289700842, https://leetcode.com/problems/find-the-celebrity
452,Minimum Number of Arrows to Burst Balloons,49.6%,Medium,0.5584397574369148, https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons
22,Generate Parentheses,62.7%,Medium,0.553101106914229, https://leetcode.com/problems/generate-parentheses
494,Target Sum,46.3%,Medium,0.537605099367259, https://leetcode.com/problems/target-sum
865,Smallest Subtree with all the Deepest Nodes,60.8%,Medium,0.5360733767570822, https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes
647,Palindromic Substrings,60.6%,Medium,0.5122882232745292, https://leetcode.com/problems/palindromic-substrings
378,Kth Smallest Element in a Sorted Matrix,54.3%,Medium,0.5057807371350349, https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix
1094,Car Pooling,56.7%,Medium,0.5042466526679481, https://leetcode.com/problems/car-pooling
15,3Sum,26.8%,Medium,0.4923847546019265, https://leetcode.com/problems/3sum
1027,Longest Arithmetic Sequence,53.4%,Medium,0.48432368302048406, https://leetcode.com/problems/longest-arithmetic-sequence
348,Design Tic-Tac-Toe,54.3%,Medium,0.47793775692115553, https://leetcode.com/problems/design-tic-tac-toe
93,Restore IP Addresses,35.6%,Medium,0.47237108409270245, https://leetcode.com/problems/restore-ip-addresses
540,Single Element in a Sorted Array,57.9%,Medium,0.46172503314573243, https://leetcode.com/problems/single-element-in-a-sorted-array
529,Minesweeper,59.1%,Medium,0.4410244101446512, https://leetcode.com/problems/minesweeper
91,Decode Ways,24.7%,Medium,0.43194955048493294, https://leetcode.com/problems/decode-ways
490,The Maze,51.4%,Medium,0.4296321995074925, https://leetcode.com/problems/the-maze
50,Pow(x;n),30.3%,Medium,0.4274653596092084, https://leetcode.com/problems/powx-n
1233,Remove Sub-Folders from the Filesystem,59.5%,Medium,0.4243747624654565, https://leetcode.com/problems/remove-sub-folders-from-the-filesystem
8,String to Integer (atoi),15.4%,Medium,0.407141925712164, https://leetcode.com/problems/string-to-integer-atoi
163,Missing Ranges,24.3%,Medium,0.4067714440222198, https://leetcode.com/problems/missing-ranges
364,Nested List Weight Sum II,62.8%,Medium,0.3968580334554196, https://leetcode.com/problems/nested-list-weight-sum-ii
791,Custom Sort String,65.7%,Medium,0.3900345348815187, https://leetcode.com/problems/custom-sort-string
939,Minimum Area Rectangle,51.8%,Medium,0.3885265923801231, https://leetcode.com/problems/minimum-area-rectangle
678,Valid Parenthesis String,31.0%,Medium,0.38202577837362234, https://leetcode.com/problems/valid-parenthesis-string
934,Shortest Bridge,48.2%,Medium,0.3715318913226816, https://leetcode.com/problems/shortest-bridge
114,Flatten Binary Tree to Linked List,49.3%,Medium,0.3666595336863693, https://leetcode.com/problems/flatten-binary-tree-to-linked-list
127,Word Ladder,29.6%,Medium,0.35996786713577755, https://leetcode.com/problems/word-ladder
855,Exam Room,43.1%,Medium,0.34442921752179523, https://leetcode.com/problems/exam-room
341,Flatten Nested List Iterator,52.9%,Medium,0.3426517489923298, https://leetcode.com/problems/flatten-nested-list-iterator
78,Subsets,62.0%,Medium,0.34168366615845647, https://leetcode.com/problems/subsets
963,Minimum Area Rectangle II,50.9%,Medium,0.3416302106614813, https://leetcode.com/problems/minimum-area-rectangle-ii
400,Nth Digit,31.7%,Medium,0.33647223662121295, https://leetcode.com/problems/nth-digit
3,Longest Substring Without Repeating Characters,30.4%,Medium,0.33543751206600453, https://leetcode.com/problems/longest-substring-without-repeating-characters
333,Largest BST Subtree,35.8%,Medium,0.32931497055013925, https://leetcode.com/problems/largest-bst-subtree
695,Max Area of Island,62.7%,Medium,0.32657434158263016, https://leetcode.com/problems/max-area-of-island
692,Top K Frequent Words,51.8%,Medium,0.31457116512531025, https://leetcode.com/problems/top-k-frequent-words
549,Binary Tree Longest Consecutive Sequence II,47.0%,Medium,0.31383478526224007, https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii
1242,Web Crawler Multithreaded,45.9%,Medium,0.30961714931803663, https://leetcode.com/problems/web-crawler-multithreaded
207,Course Schedule,43.1%,Medium,0.3071480068014249, https://leetcode.com/problems/course-schedule
536,Construct Binary Tree from String,48.3%,Medium,0.303629619668917, https://leetcode.com/problems/construct-binary-tree-from-string
1245,Tree Diameter,60.1%,Medium,0.29849298855599654, https://leetcode.com/problems/tree-diameter
332,Reconstruct Itinerary,36.7%,Medium,0.29733066556761284, https://leetcode.com/problems/reconstruct-itinerary
161,One Edit Distance,32.3%,Medium,0.28698931177288023, https://leetcode.com/problems/one-edit-distance
875,Koko Eating Bananas,52.1%,Medium,0.28493103907989104, https://leetcode.com/problems/koko-eating-bananas
1424,Diagonal Traverse II,42.4%,Medium,0.28406186115878557, https://leetcode.com/problems/diagonal-traverse-ii
166,Fraction to Recurring Decimal,21.6%,Medium,0.2819404298841057, https://leetcode.com/problems/fraction-to-recurring-decimal
548,Split Array with Equal Sum,46.4%,Medium,0.2761315220005779, https://leetcode.com/problems/split-array-with-equal-sum
92,Reverse Linked List II,38.8%,Medium,0.27542168553536034, https://leetcode.com/problems/reverse-linked-list-ii
347,Top K Frequent Elements,61.2%,Medium,0.272004511442638, https://leetcode.com/problems/top-k-frequent-elements
609,Find Duplicate File in System,59.5%,Medium,0.25388017696233983, https://leetcode.com/problems/find-duplicate-file-in-system
622,Design Circular Queue,43.8%,Medium,0.2454927324105261, https://leetcode.com/problems/design-circular-queue
240,Search a 2D Matrix II,43.2%,Medium,0.24218097481422138, https://leetcode.com/problems/search-a-2d-matrix-ii
416,Partition Equal Subset Sum,43.7%,Medium,0.23420537108328685, https://leetcode.com/problems/partition-equal-subset-sum
742,Closest Leaf in a Binary Tree,43.6%,Medium,0.23361485118150516, https://leetcode.com/problems/closest-leaf-in-a-binary-tree
129,Sum Root to Leaf Numbers,49.1%,Medium,0.2308064240597789, https://leetcode.com/problems/sum-root-to-leaf-numbers
334,Increasing Triplet Subsequence,40.0%,Medium,0.23032129090902695, https://leetcode.com/problems/increasing-triplet-subsequence
73,Set Matrix Zeroes,43.1%,Medium,0.22588530142358976, https://leetcode.com/problems/set-matrix-zeroes
2,Add Two Numbers,33.9%,Medium,0.21782267725557036, https://leetcode.com/problems/add-two-numbers
39,Combination Sum,56.1%,Medium,0.21687574090953024, https://leetcode.com/problems/combination-sum
515,Find Largest Value in Each Tree Row,61.1%,Medium,0.21199732494007123, https://leetcode.com/problems/find-largest-value-in-each-tree-row
117,Populating Next Right Pointers in Each Node II,39.1%,Medium,0.20860539286818253, https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii
983,Minimum Cost For Tickets,60.5%,Medium,0.2028261131996316, https://leetcode.com/problems/minimum-cost-for-tickets
19,Remove Nth Node From End of List,35.2%,Medium,0.20099276793124013, https://leetcode.com/problems/remove-nth-node-from-end-of-list
75,Sort Colors,47.3%,Medium,0.19182745017125022, https://leetcode.com/problems/sort-colors
5,Longest Palindromic Substring,29.5%,Medium,0.18726302339313927, https://leetcode.com/problems/longest-palindromic-substring
969,Pancake Sorting,67.5%,Medium,0.18336922582639836, https://leetcode.com/problems/pancake-sorting
1091,Shortest Path in Binary Matrix,38.2%,Medium,0.18312509239363786, https://leetcode.com/problems/shortest-path-in-binary-matrix
323,Number of Connected Components in an Undirected Graph,56.0%,Medium,0.18178978331691914, https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph
388,Longest Absolute File Path,41.8%,Medium,0.18128582392042256, https://leetcode.com/problems/longest-absolute-file-path
40,Combination Sum II,48.2%,Medium,0.1780616138489939, https://leetcode.com/problems/combination-sum-ii
319,Bulb Switcher,45.4%,Medium,0.1734438827619372, https://leetcode.com/problems/bulb-switcher
567,Permutation in String,44.4%,Medium,0.16931057302189864, https://leetcode.com/problems/permutation-in-string
116,Populating Next Right Pointers in Each Node,45.2%,Medium,0.16897814162027025, https://leetcode.com/problems/populating-next-right-pointers-in-each-node
325,Maximum Size Subarray Sum Equals k,46.8%,Medium,0.16882086957505205, https://leetcode.com/problems/maximum-size-subarray-sum-equals-k
102,Binary Tree Level Order Traversal,54.6%,Medium,0.16435828678782985, https://leetcode.com/problems/binary-tree-level-order-traversal
46,Permutations,63.5%,Medium,0.16425503646428852, https://leetcode.com/problems/permutations
280,Wiggle Sort,63.8%,Medium,0.16413412381144152, https://leetcode.com/problems/wiggle-sort
676,Implement Magic Dictionary,54.5%,Medium,0.15104025741286586, https://leetcode.com/problems/implement-magic-dictionary
230,Kth Smallest Element in a BST,60.2%,Medium,0.1474770794572995, https://leetcode.com/problems/kth-smallest-element-in-a-bst
328,Odd Even Linked List,55.7%,Medium,0.14442996827561513, https://leetcode.com/problems/odd-even-linked-list
74,Search a 2D Matrix,36.5%,Medium,0.13990475142949543, https://leetcode.com/problems/search-a-2d-matrix
1209,Remove All Adjacent Duplicates in String II,56.9%,Medium,0.13712574822724946, https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii
442,Find All Duplicates in an Array,67.8%,Medium,0.13441180353979212, https://leetcode.com/problems/find-all-duplicates-in-an-array
449,Serialize and Deserialize BST,52.0%,Medium,0.1327502812764459, https://leetcode.com/problems/serialize-and-deserialize-bst
885,Spiral Matrix III,69.4%,Medium,0.1271551754852466, https://leetcode.com/problems/spiral-matrix-iii
54,Spiral Matrix,34.1%,Medium,0.12572728493821236, https://leetcode.com/problems/spiral-matrix
694,Number of Distinct Islands,56.0%,Medium,0.12516314295400602, https://leetcode.com/problems/number-of-distinct-islands
1146,Snapshot Array,37.0%,Medium,0.12154546954921416, https://leetcode.com/problems/snapshot-array
284,Peeking Iterator,45.7%,Medium,0.11901099827011974, https://leetcode.com/problems/peeking-iterator
776,Split BST,55.8%,Medium,0.11641035184441127, https://leetcode.com/problems/split-bst
435,Non-overlapping Intervals,42.9%,Medium,0.1158164666843426, https://leetcode.com/problems/non-overlapping-intervals
503,Next Greater Element II,56.5%,Medium,0.11242734769506908, https://leetcode.com/problems/next-greater-element-ii
1008,Construct Binary Search Tree from Preorder Traversal,78.4%,Medium,0.11004936619718413, https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal
137,Single Number II,52.4%,Medium,0.10746985577594965, https://leetcode.com/problems/single-number-ii
966,Vowel Spellchecker,47.2%,Medium,0.10676797542570607, https://leetcode.com/problems/vowel-spellchecker
547,Friend Circles,58.6%,Medium,0.10502210097355241, https://leetcode.com/problems/friend-circles
223,Rectangle Area,37.8%,Medium,0.10064352577968744, https://leetcode.com/problems/rectangle-area
1053,Previous Permutation With One Swap,48.5%,Medium,0.09835932019884275, https://leetcode.com/problems/previous-permutation-with-one-swap
394,Decode String,50.0%,Medium,0.09572009987565212, https://leetcode.com/problems/decode-string
1062,Longest Repeating Substring,57.2%,Medium,0.09201889872025212, https://leetcode.com/problems/longest-repeating-substring
49,Group Anagrams,56.9%,Medium,0.09101320494254857, https://leetcode.com/problems/group-anagrams
1077,Project Employees III,75.6%,Medium,0.0907652093142671, https://leetcode.com/problems/project-employees-iii
1132,Reported Posts II,34.4%,Medium,0.0903548750399561, https://leetcode.com/problems/reported-posts-ii
62,Unique Paths,54.1%,Medium,0.08965185882136445, https://leetcode.com/problems/unique-paths
16,3Sum Closest,46.0%,Medium,0.08850538159227012, https://leetcode.com/problems/3sum-closest
614,Second Degree Follower,30.3%,Medium,0.08479653666007693, https://leetcode.com/problems/second-degree-follower
550,Game Play Analysis IV,45.3%,Medium,0.08286311601350513, https://leetcode.com/problems/game-play-analysis-iv
962,Maximum Width Ramp,45.4%,Medium,0.08184524810424337, https://leetcode.com/problems/maximum-width-ramp
208,Implement Trie (Prefix Tree),49.4%,Medium,0.07910997849332738, https://leetcode.com/problems/implement-trie-prefix-tree
1254,Number of Closed Islands,60.5%,Medium,0.07796154146971186, https://leetcode.com/problems/number-of-closed-islands
1055,Shortest Way to Form String,56.9%,Medium,0.07681317776161672, https://leetcode.com/problems/shortest-way-to-form-string
468,Validate IP Address,24.1%,Medium,0.07598590697792203, https://leetcode.com/problems/validate-ip-address
505,The Maze II,47.7%,Medium,0.07133147800542972, https://leetcode.com/problems/the-maze-ii
1057,Campus Bikes,57.7%,Medium,0.07107786641655695, https://leetcode.com/problems/campus-bikes
81,Search in Rotated Sorted Array II,33.0%,Medium,0.07091146875905202, https://leetcode.com/problems/search-in-rotated-sorted-array-ii
723,Candy Crush,69.2%,Medium,0.06828590786613152, https://leetcode.com/problems/candy-crush
105,Construct Binary Tree from Preorder and Inorder Traversal,48.8%,Medium,0.06685522312111739, https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal
178,Rank Scores,45.8%,Medium,0.06551667145414991, https://leetcode.com/problems/rank-scores
298,Binary Tree Longest Consecutive Sequence,47.1%,Medium,0.065169635074581, https://leetcode.com/problems/binary-tree-longest-consecutive-sequence
11,Container With Most Water,50.8%,Medium,0.060358007567261264, https://leetcode.com/problems/container-with-most-water
55,Jump Game,34.6%,Medium,0.059854228581496645, https://leetcode.com/problems/jump-game
491,Increasing Subsequences,46.1%,Medium,0.058581901624802396, https://leetcode.com/problems/increasing-subsequences
1305,All Elements in Two Binary Search Trees,76.1%,Medium,0.05819353408024827, https://leetcode.com/problems/all-elements-in-two-binary-search-trees
373,Find K Pairs with Smallest Sums,36.7%,Medium,0.058155920157074034, https://leetcode.com/problems/find-k-pairs-with-smallest-sums
417,Pacific Atlantic Water Flow,41.1%,Medium,0.057523844138186606, https://leetcode.com/problems/pacific-atlantic-water-flow
24,Swap Nodes in Pairs,50.4%,Medium,0.05465011300438079, https://leetcode.com/problems/swap-nodes-in-pairs
395,Longest Substring with At Least K Repeating Characters,41.4%,Medium,0.05371219359052555, https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters
17,Letter Combinations of a Phone Number,46.8%,Medium,0.052632421620123555, https://leetcode.com/problems/letter-combinations-of-a-phone-number
209,Minimum Size Subarray Sum,38.2%,Medium,0.05146227039335983, https://leetcode.com/problems/minimum-size-subarray-sum
681,Next Closest Time,45.0%,Medium,0.05045206096038863, https://leetcode.com/problems/next-closest-time
285,Inorder Successor in BST,40.4%,Medium,0.049569618859417214, https://leetcode.com/problems/inorder-successor-in-bst
79,Word Search,35.6%,Medium,0.04917091711296865, https://leetcode.com/problems/word-search
593,Valid Square,43.1%,Medium,0.048671406375812236, https://leetcode.com/problems/valid-square
1019,Next Greater Node In Linked List,57.4%,Medium,0.04795804429616222, https://leetcode.com/problems/next-greater-node-in-linked-list
698,Partition to K Equal Sum Subsets,45.0%,Medium,0.04685917114094188, https://leetcode.com/problems/partition-to-k-equal-sum-subsets
556,Next Greater Element III,31.7%,Medium,0.04679216150675895, https://leetcode.com/problems/next-greater-element-iii
48,Rotate Image,56.7%,Medium,0.04495138786226632, https://leetcode.com/problems/rotate-image
935,Knight Dialer,45.2%,Medium,0.04445176257083384, https://leetcode.com/problems/knight-dialer
148,Sort List,42.3%,Medium,0.04408427313201935, https://leetcode.com/problems/sort-list
1498,Number of Subsequences That Satisfy the Given Sum Condition,36.7%,Medium,0.04334372921647208, https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition
399,Evaluate Division,51.6%,Medium,0.043089480538103624, https://leetcode.com/problems/evaluate-division
338,Counting Bits,69.5%,Medium,0.0428445715346785, https://leetcode.com/problems/counting-bits
611,Valid Triangle Number,48.4%,Medium,0.04255961441879593, https://leetcode.com/problems/valid-triangle-number
430,Flatten a Multilevel Doubly Linked List,55.1%,Medium,0.04154283751370906, https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list
1219,Path with Maximum Gold,65.1%,Medium,0.04111576039097048, https://leetcode.com/problems/path-with-maximum-gold
918,Maximum Sum Circular Subarray,33.7%,Medium,0.04045040846284272, https://leetcode.com/problems/maximum-sum-circular-subarray
406,Queue Reconstruction by Height,66.9%,Medium,0.03949613834265583, https://leetcode.com/problems/queue-reconstruction-by-height
210,Course Schedule II,40.7%,Medium,0.03795788828372613, https://leetcode.com/problems/course-schedule-ii
1031,Maximum Sum of Two Non-Overlapping Subarrays,57.9%,Medium,0.03711000965123125, https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays
152,Maximum Product Subarray,31.7%,Medium,0.034438665054543384, https://leetcode.com/problems/maximum-product-subarray
886,Possible Bipartition,44.2%,Medium,0.034103901828857086, https://leetcode.com/problems/possible-bipartition
384,Shuffle an Array,52.8%,Medium,0.03399118781703353, https://leetcode.com/problems/shuffle-an-array
516,Longest Palindromic Subsequence,53.2%,Medium,0.0332870969222259, https://leetcode.com/problems/longest-palindromic-subsequence
300,Longest Increasing Subsequence,42.6%,Medium,0.03245773693742074, https://leetcode.com/problems/longest-increasing-subsequence
228,Summary Ranges,39.5%,Medium,0.03157326191609021, https://leetcode.com/problems/summary-ranges
150,Evaluate Reverse Polish Notation,36.3%,Medium,0.031526253646773944, https://leetcode.com/problems/evaluate-reverse-polish-notation
324,Wiggle Sort II,29.9%,Medium,0.02898753687325229, https://leetcode.com/problems/wiggle-sort-ii
159,Longest Substring with At Most Two Distinct Characters,49.4%,Medium,0.02717558537896476, https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters
437,Path Sum III,47.2%,Medium,0.02708561605844235, https://leetcode.com/problems/path-sum-iii
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,83.8%,Medium,0.02645656953683045, https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree
979,Distribute Coins in Binary Tree,68.9%,Medium,0.026196651946570663, https://leetcode.com/problems/distribute-coins-in-binary-tree
90,Subsets II,47.1%,Medium,0.025497131933483772, https://leetcode.com/problems/subsets-ii
662,Maximum Width of Binary Tree,41.0%,Medium,0.024116924478312346, https://leetcode.com/problems/maximum-width-of-binary-tree
307,Range Sum Query - Mutable,34.6%,Medium,0.02223549085228711, https://leetcode.com/problems/range-sum-query-mutable
221,Maximal Square,37.7%,Medium,0.022108490754203434, https://leetcode.com/problems/maximal-square
525,Contiguous Array,42.8%,Medium,0.01975372873623256, https://leetcode.com/problems/contiguous-array
229,Majority Element II,35.6%,Medium,0.019057270410286146, https://leetcode.com/problems/majority-element-ii
787,Cheapest Flights Within K Stops,39.3%,Medium,0.018824085245635554, https://leetcode.com/problems/cheapest-flights-within-k-stops
450,Delete Node in a BST,43.1%,Medium,0.018536211907915243, https://leetcode.com/problems/delete-node-in-a-bst
289,Game of Life,54.5%,Medium,0.0173239499317743, https://leetcode.com/problems/game-of-life
95,Unique Binary Search Trees II,40.6%,Medium,0.016856699181010838, https://leetcode.com/problems/unique-binary-search-trees-ii
153,Find Minimum in Rotated Sorted Array,45.1%,Medium,0.014939586916186732, https://leetcode.com/problems/find-minimum-in-rotated-sorted-array
179,Largest Number,28.8%,Medium,0.013865040137171665, https://leetcode.com/problems/largest-number
64,Minimum Path Sum,54.5%,Medium,0.013734383449598314, https://leetcode.com/problems/minimum-path-sum
77,Combinations,54.7%,Medium,0.01255115315451512, https://leetcode.com/problems/combinations
287,Find the Duplicate Number,55.5%,Medium,0.012335682739188652, https://leetcode.com/problems/find-the-duplicate-number
445,Add Two Numbers II,54.5%,Medium,0.01233061245747872, https://leetcode.com/problems/add-two-numbers-ii
103,Binary Tree Zigzag Level Order Traversal,48.3%,Medium,0.01063025572799205, https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal
61,Rotate List,30.0%,Medium,0.009925639799969955, https://leetcode.com/problems/rotate-list
113,Path Sum II,46.7%,Medium,0.009784813879998279, https://leetcode.com/problems/path-sum-ii
151,Reverse Words in a String,21.9%,Medium,0.009570916441992467, https://leetcode.com/problems/reverse-words-in-a-string
96,Unique Binary Search Trees,52.9%,Medium,0.009242209964820877, https://leetcode.com/problems/unique-binary-search-trees
1143,Longest Common Subsequence,58.4%,Medium,0.008835931134362285, https://leetcode.com/problems/longest-common-subsequence
63,Unique Paths II,34.6%,Medium,0.008712753874961187, https://leetcode.com/problems/unique-paths-ii
763,Partition Labels,76.1%,Medium,0.008385793376274025, https://leetcode.com/problems/partition-labels
6,ZigZag Conversion,36.3%,Medium,0.0077116248757144665, https://leetcode.com/problems/zigzag-conversion
36,Valid Sudoku,48.7%,Medium,0.007258242715805398, https://leetcode.com/problems/valid-sudoku
94,Binary Tree Inorder Traversal,63.3%,Medium,0.0033551449021403577, https://leetcode.com/problems/binary-tree-inorder-traversal
309,Best Time to Buy and Sell Stock with Cooldown,47.4%,Medium,0.0028498166907604426, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown
260,Single Number III,64.3%,Medium,0.0020288097849578786, https://leetcode.com/problems/single-number-iii
